manufacturer,made_in,fx,type,jacks_mounted_on,bypass,battery,voltage,polarity,circuit,tube_equipped,weight_in_kg,famous_users,width_in_cm,height_in_cm,depth_in_cm,gtin_14,additional_fx,based_on_famous_model,series,video,special_features,year,colour,serial_number,manufacturer_part_number,gtin_12,url,name
BOSS,Taiwan,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.44,,7.3,5.9,12.9,"00761294407127, 04957054407124",,,Digital Delay Series,,Hold Function,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dd-7-digital-delay/,DD-7 Digital Delay
BOSS,Malaysia,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.44,,7.3,5.9,12.9,04957054515058,,,Compact,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/boss-dd-8-digital-delay/,DD-8 Digital Delay
KMA Audio Machines,Germany,Fuzz,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.35,,9.2,5.3,11.8,00651650248825,Distortion,Big Muff,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/dead-stag/,Dead Stag
Mad Professor,Finland,Delay,Pedal,Sides,True Bypass,Yes,9,Center Negative,Hybrid,No,0.34,"Matt Schofield, Albert Hammond Jr, Eddie Clarke, Rebecca Lovell, Marc Ford, Jerry Donahue",7.9,6.1,13.7,06430033091111,,,Factory Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/deep-blue-delay/,Deep Blue Delay
JAM Pedals,Greece,Delay,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.35,Alex Skolnick,9.5,3.4,12,05214001611072,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/delay-llama/,Delay Llama
Earthquaker Devices,USA,Delay,Pedal,Top,True Bypass,No,9,Center Negative,Digital,No,0.25,,6.4,5.7,11.7,"00858933004714, 00855755007879",Reverb,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dispatch-master/,Dispatch Master
Vox,,Fuzz,Plug Into Guitar,One side,True Bypass,Yes,9,,Analog,No,0.25,,3,1.9,15,,,,,,,1966,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/distortion-booster/,Distortion Booster
MXR,USA,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,,Analog,No,0.4,"John Mayer, Kurt Cobain, Slash, Tom Morello, Thom Yorke",6,3.2,11.1,00710137006553,,,,,,1977,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/distortion-plus-1977/,Distortion Plus (1977)
MXR,USA,Acoustic Simulator,Pedal,One side,Buffered Bypass,No,,Center Positive,Digital,No,,,,,,00710137006553,Acoustic Simulator,,,,,,Black,,"11104000001, 240566, 80014724, 9674, DL E MXR M 104, DL-E-MXR-M-104, DL.E.MXR.M.104, M104, MXR M104, MXR.01.04.0004, rockgear_MXR.01.04.0004",,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/distortion-plus-m-104/,Distortion Plus M-104
Ibanez,Japan,Delay,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.4,,7,5.4,12.5,,,,10 Series,,,1989,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dl10-digital-delay/,DL10 Digital Delay
BOSS,Japan,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.46,"Dave Grohl, John Frusciante, Kurt Cobain, Joe Satriani, Cliff Burton, Prince, Mike McCready, Gary Moore, Beck, John 5",7.3,5.9,12.9,,,,Compact,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dm-2-delay/,DM-2 Delay
BOSS,Taiwan,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.46,"Steve Vai, John 5",7.3,5.9,12.9,"00761294506547, 04957054506544",,BOSS DM-2,Waza Craft Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dm-2w-delay/,DM-2W Delay
Electro-Harmonix,USA,Envelope Filter,Pedal,Top,Buffered Bypass,Yes,9,TRS,Analog,No,0.65,,8.5,5.5,13.5,,,,,,,1978,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/wahs-and-filters/doctor-q-1977/,Doctor Q (1977)
Aclam,Spain,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.41,,13.6,5.5,8.7,08436552761915,,Vox UL730,,,Bass and Guitar Pedal,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/dr-robert/,Dr. Robert
TC Electronic,China,Reverb,Pedal,Top,True Bypass,Yes,9,Center Negative,Digital,No,0.50,,7.4,5.8,13.2,04033653015196,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/drip-spring-reverb/,Drip Spring Reverb
Marshall,UK,Overdrive,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.51,,11,6.7,14.7,,Distortion,,,,,1992,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/drive-master-1992/,Drive Master (1992)
EBS,China,Distortion,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.31,,6.1,4.5,11,07332100422103,Overdrive,,Blue Label,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/drive-me-crazy-distortion-overdrive/,Drive Me Crazy Distortion/Overdrive
1981 Inventions,USA,Distortion,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.4,,8.6,4.6,10.7,,,ProCo RAT,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/drv-no3/,DRV No3
BOSS,Japan,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.4,"John Frusciante, Kurt Cobain, Steve Vai, Joe Satriani, Billie Joe Armstrong",7.3,5.9,12.9,"00761294008522, 04957054008529",,,Compact,,,1979,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/ds-1-vintage/,DS-1 (Vintage)
BOSS,Taiwan,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.40,"Steve Vai, Joe Satriani, Kurt Cobain, Mike Stern, Steve Rothery, Glenn Frey, Doug Aldrich, Josh Klinghoffer",7.3,5.9,12.9,"00761294008522, 04957054008529",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/ds-1-distortion/,DS-1 Distortion
BOSS,Japan,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.4,,6.4,5.1,11.9,04957054519322,,DS-1,,,,,Orange,114703,DS-1W,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/ds-1w-distortion/,DS-1W
BOSS,Taiwan,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.45,,7.2,5.9,12.9,"00761294506073, 04957054506070",,,,,MDP,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/ds-1x-distortion/,DS-1X Distortion
BOSS,Taiwan,Distortion,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.40,,7.3,5.9,12.9,"00761294017814, 04957054017811",,DS-1,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/ds-2-turbo-distortion/,DS-2 Turbo Distortion
Thorndal,Germany,Overdrive,Pedal,Top,True Bypass,Yes,"9, 12, 18",Center Negative,Analog,No,0.35,,11.8,5.4,9.4,04053893759278,Boost,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/duane-69/,Duane ’69
JAM Pedals,Greece,Compressor,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.23,,7,4.8,11.1,05214001611218,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/dyna-ssor/,Dyna-ssor
EBS,Sweden,Reverb,Pedal,Sides,Buffered Bypass,No,,Center Negative,Digital,No,0.40,,7,3.5,11.5,07332100280307,,,,,"Selection between 3 reverb types - Hall, Room, Plate",2015,Pink,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/dynaverb/,DynaVerb
EBS,China,Reverb,Pedal,Sides,True Bypass,No,9,Center Negative,Digital,No,0.40,,7,3.5,11.5,07332100280208,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/dynaverb-studio-edition/,DynaVerb Studio Edition
Keeley,USA,Delay,Pedal,Sides,True Bypass,No,9,Center Negative,Digital,No,0.35,,6.8,5.8,12,00854295005994,Flanger,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/eccos/,Eccos
TC Electronic,China,Delay,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653014922,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/echobrain-analog-delay/,Echobrain Analog Delay
TC Electronic,China,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653015202,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/el-cambo-overdrive/,El Cambo Overdrive
Anasounds,France,Reverb,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.29,,6.4,5.9,11.8,03760257570417,Drive,Fender Twin Reverb,Elements,,Switchable reverb tanks,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/element/,Element
Xotic,USA,Boost,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.26,,3.8,3.8,8.9,00886830404139,,,,https://www.youtube.com/watch?v=uQbT08WH5rs,Internal Dip Switches,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/ep-booster/,EP Booster
Earthquaker Devices,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.26,,6.4,5.7,11.7,00858933004974,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/erupter/,Erupter
JAM Pedals,Greece,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.25,,6,3,11,05214001611164,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/eureka/,Eureka
Diamond Pedals,Canada,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,,6.5,5.1,12,"00669818853606, 00713289856717",,Foxx Tone Machine,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/f-octave/,F-Octave
Thorpy FX,UK,Fuzz,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.59,,6.5,5.3,12.5,,,Triangle Big Muff,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fallout-cloud/,Fallout Cloud
Beetronics,USA,Overdrive,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.23,,5.7,3.5,11.4,00747742643897,,,Babee,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/fatbee-overdrive/,Fatbee Overdrive
Diamond Pedals,Canada,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.35,,6.5,5.1,12,,Distortion,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fbr2-fireburst/,FBR2 Fireburst
Aguilar,USA,Envelope Filter,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.49,,6.8,13.3,5.3,04017269239771,,,,,,2000s,Green,,,,https://www.tonepedia.com/catalog/effects-and-pedals/bass-pedals/filter-twin/,Filter Twin
Maxon,Japan,Flanger,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.5,,11,5,15,,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/flanger/flanger-fl-303/,Flanger FL-303
Ibanez,Japan,Flanger,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.28,,5.1,5.5,9.2,04549763250551,,,MINI Series,https://www.youtube.com/watch?v=u2lkqz9GPk4,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/flanger/flanger-mini/,Flanger Mini
TC Electronic,Thailand,Delay,Pedal,Sides,True Bypass,No,9,Center Negative,Digital,No,0.19,"Chelsea Constable, Richard Hallebeek, K5, Stephen",4.8,9.3,4.8,05706622019639,,,Toneprint Series,,"TonePrint, Analog-Dry-Through design",,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/flashback-mini-delay/,Flashback Mini Delay
Electro-Harmonix,USA,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.25,,7,5.1,11.5,00683274012056,Distortion,ProCo RAT 2,,,op-amp powered,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/flatiron-fuzz/,Flatiron Fuzz
,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,,Analog,No,0.60,,10.5,6.5,16,,,Mosrite Fuzzrite,,,,1968,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/foxey-lady-v1-1968/,Foxey Lady V1 (1968)
Tone City,China,Fuzz,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.25,,4.2,5.2,9.3,06970131360103,,,Mini Pedals,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuxx-fuzz/,Fuxx Fuzz
Orange,China,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.52,,6.5,1.3,9.5,05060299176683,Octave,Foxx Tone Machine,Picture Pedals,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fur-coat/,Fur Coat
Top Gear,UK,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,,Analog,No,0.25,,13,6,21,,,,,,,1976,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-1976/,Fuzz (1976)
Keeley,USA,Fuzz,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.45,,9.5,5,11,00854295005987,,,,,,,,,"10113867, 80034227, KE FUZZ BENDER, SAICKFBENDER",,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-bender/,Fuzz Bender
Crest Audio,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.56,,17.7,5.5,17.7,,,Dallas Arbiter Fuzz Face,,,,1987,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-face-1987/,Fuzz Face (1987)
Dallas Arbiter,USA,Fuzz,Pedal,Top,Buffered Bypass,,9,Center Negative,Analog,No,0.55,"David Gilmour, Jimi Hendrix",17.7,5.5,17.7,,,,,,,1969,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-face-bc108c-1969/,Fuzz Face BC108C (1969)
Death By Audio,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.54,,11.8,6.2,14.4,"00720260152317, 04018828000870",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-war-2/,Fuzz War
Death By Audio,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.54,,11.8,6.2,14.4,"00720260152317, 04018828000870",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzz-war/,Fuzz War
Analog Alien,USA,,Pedal,Sides,Buffered Bypass,No,9,Center Negative,Analog,No,0.50,,12.6,9.5,5.5,,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzzbubble-45/,FuzzBubble-45
Aguilar,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.48,,6.8,5.3,13.3,00824599001398,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzzistor/,Fuzzistor
KMA Audio Machines,Germany,Fuzz,Pedal,Sides,Buffered Bypass,No,9,Center Negative,Analog,No,0.25,,6.1,3.1,11.3,04250503860830,,Jordan Bosstone,,,Bias Control,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fuzzly-bear/,Fuzzly Bear
Kimbara,Japan,Fuzz,Pedal,One side,Buffered Bypass,Yes,9,,Analog,,,,,,,,,Shin-Ei FY-2 Fuzz Box,,,,1970's,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fy-2-fuzz-master-1970s/,FY-2 Fuzz Master (1970s)
Gibson,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,,,Analog,No,0.65,,,,,,,,,,,1960's,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fz-1-fuzz-tone/,FZ-1 Fuzz Tone
BOSS,Japan,Fuzz,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.44,,7.3,5.9,12.9,04957054518981,,,,,,,Grey,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/boss-fz-1w/,FZ-1w
BOSS,Taiwan,Fuzz,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.44,,7.3,5.9,12.9,"00761294403563, 04957054403560",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/fz-5-fuzz/,FZ-5 Fuzz
TC Electronic,China,Delay,Pedal,Top,True Bypass,Yes,9,Center Negative,Digital,No,0.50,,7.4,5.8,13.2,04033653015233,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/gauss-tape-echo/,Gauss Tape Echo
Death By Audio,USA,Filter,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.3,,6.4,5.7,12.7,00195893383146,Fuzz,,,,,2020's,Gold,,DBA GERMANIUM,,https://www.tonepedia.com/catalog/effects-and-pedals/germanium-filter/,Germanium Filter
Dunlop Electronics,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.20,,8.9,5,8.9,00710137066519,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/germanium-fuzz-face-mini-distortion/,Germanium Fuzz Face Mini Distortion
Orange,China,Overdrive,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.48,,9.5,6.5,13,05060299176690,,Orange Rockerverb,,,"Headphones Out, Cab Simulator",,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/getaway-driver/,Getaway Driver
Earthquaker Devices,USA,Reverb,Pedal,Top,True Bypass,No,9,Center Negative,Digital,No,0.27,,6.4,5.7,11.7,00858933004967,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/ghost-echo-v3/,Ghost Echo V3
Voodoo Lab,USA,Equalizer,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.68,,15.2,7.2,17.7,00813140001079,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/eq/giggity/,Giggity
Mad Professor,Finland,Overdrive,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.34,Andy Summers,7.9,6.1,13.7,06430033091258,Delay,,Factory Series,,Option to add delay to the overdrive,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/golden-cello/,Golden Cello
Mosky,China,Overdrive,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.15,,3.6,3.2,9.2,,Boost,Klon,,,,2020's,Gold,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/golden-horse/,Golden Horse
Tone City,China,Overdrive,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.25,,4.2,5.2,9.3,06970131360073,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/golden-plexi-overdrive/,Golden Plexi Overdrive
Universal Audio,Malaysia,Reverb,Pedal,Top,"Buffered Bypass, True Bypass",No,9,Center Negative,Digital,No,0.56,,9.2,6.5,14.1,21102030002870,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/golden-reverberator/,Golden Reverberator
Earthquaker Devices,USA,Phaser,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.32,,6.4,5.7,12.1,00810019910623,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/vibe-and-phase-shifters/grand-orbiter-v3/,Grand Orbiter V3
red sun fx,Germany,Distortion,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.20,,7,4.5,11.5,,,,,,internal DIP switch,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/grantler/,Grantler
Aguilar,USA,Phaser,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.29,Paul Turner,6.8,5.3,13.3,00824599001480,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/vibe-and-phase-shifters/grape-phaser/,Grape Phaser
Electro-Harmonix,,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.25,,7,5.1,11.5,00683274012025,Distortion,Electro-Harmonix Sovtek Tall Font Green Russian Big Muff,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/green-russian-big-muff/,Green Russian Big Muff
